"initpop","gamma","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
8e+05,0.0015,1825,0.504087135075573,0.503685039352681,0.504494781117706,0.491950280000183,0.51947177929436,441897.684,431159,455410,844666.734,843754,845795,876629.61,875861,877658,0,500
850000,0.0015,1825,0.504101918387393,0.503671513171922,0.504505812998435,0.493231396534149,0.521435106241329,469528.524,459667,485600,897459.086,896302,898320,931416.042,930433,932183,0,500
9e+05,0.0015,1825,0.503586304628141,0.503200230150807,0.503998665637174,0.493589048206586,0.51705215350537,496640.21,486856,510028,950255.544,949291,951381,986207.052,985308,987118,0,500
950000,0.0015,1825,0.503599316516174,0.503190828434589,0.504001161609712,0.494025214058048,0.516741554798618,524236.678,513970,538099,1003035.798,1002108,1004215,1040979.628,1040210,1041976,0,500
1e+06,0.0015,1825,0.50369796555958,0.503286952478865,0.504122773018271,0.494285583941606,0.518315733751951,551943.882,541737,567903,1055846.578,1054609,1057185,1095783.456,1094758,1096884,0,500
1100000,0.0015,1825,0.503483617832272,0.503027521148037,0.503923305190619,0.49424958208207,0.548720355723031,606869.43,595463,661692,1161419.556,1160271,1162585,1205340.79,1204436,1206404,0,500
1200000,0.0015,1825,0.50348513802734,0.503063601933664,0.503906088131118,0.493271827593338,0.547598450628034,662044.946,648639,719730,1267022.458,1265508,1268358,1314924.296,1313836,1315972,0,500
1300000,0.0015,1825,0.503255415109341,0.502889741786645,0.503624832718636,0.493248587689684,0.514839914227858,716882.912,702166,733495,1372603.592,1371327,1373756,1424491.338,1423519,1425593,0,500
1400000,0.0015,1825,0.503073656660451,0.502702810136105,0.503416248843278,0.493880659990074,0.518384668856855,771749.148,757325,794946,1478192.14,1477020,1479620,1534067.99,1532945,1535369,0,500
1500000,0.0015,1825,0.502992657081423,0.502661611083642,0.503344978133401,0.494132404299882,0.514907348977708,826742.856,812284,846156,1583773.188,1582415,1585189,1643647.848,1642588,1645013,0,500
1600000,0.0015,1825,0.502972952670752,0.502608898328466,0.503328770491264,0.492459296512792,0.51425114009691,881820.684,863454,901780,1689354.852,1687797,1690648,1753216.912,1752088,1754314,0,500
1700000,0.0015,1825,0.502940361113702,0.5025886470037,0.503257443383875,0.494004220693639,0.513238929807103,936873.292,920195,956198,1794941.976,1793512,1796196,1862791.924,1861516,1863941,0,500
1800000,0.0015,1825,0.502759798204897,0.502418113183912,0.503087873035289,0.493760110638457,0.514272883295774,991624.172,973967,1014610,1900514.502,1898882,1902229,1972361.77,1970983,1973757,0,500
1900000,0.0015,1825,0.502764732420445,0.502387876321067,0.503100527572445,0.492661523111651,0.514038982710537,1046732.91,1025573,1070150,2006117.606,2004620,2007705,2081953.584,2080558,2083309,0,500
2e+06,0.0015,1825,0.502733881034723,0.502411296473891,0.503069399985963,0.494149427673803,0.515338610594963,1101761.826,1082926,1129060,2111718.832,2110239,2113183,2191540.786,2190126,2192944,0,500
2100000,0.0015,1825,0.502364097162572,0.502032802855857,0.502701410216024,0.494673177565383,0.515454752153153,1155997.992,1138427,1185665,2217306.52,2215726,2218786,2301115.894,2299837,2302460,0,500
2200000,0.0015,1825,0.502389126353601,0.502044546623064,0.502695911693981,0.493827083649739,0.515958653625606,1211104.906,1190065,1243950,2322886.456,2321293,2324801,2410690.638,2409344,2412416,0,500
2300000,0.0015,1825,0.502476146581874,0.502124690865789,0.502759838969145,0.494523612863586,0.515898962004186,1266373.268,1245929,1299842,2428467.154,2426716,2429991,2520265.286,2518869,2521495,0,500
2400000,0.0015,1825,0.502595403769561,0.502270482966683,0.502910316657862,0.494012521295593,0.512260954459312,1321748.274,1299371,1346920,2534055.666,2532237,2535745,2629845.402,2628333,2631487,0,500
2500000,0.0015,1825,0.502449241504169,0.502122584985628,0.502779245728233,0.493979513485423,0.513586787821155,1376421.658,1353254,1406366,2639648.48,2638287,2641271,2739424.648,2738045,2741019,0,500
10000,0.015,1825,0.300995729292702,0.274632047434531,0.32895532579247,9.03342366757001e-05,0.619408435274786,3297.94025157233,1,6785,10562.2672955975,10440,10691,10957.0628930818,10871,11070,318,318
20000,0.015,1825,0.335919011503016,0.313461295179551,0.358601527769551,4.53206435531385e-05,0.607476209989528,7361.43963553531,1,13342,21125.1366742597,20964,21315,21915.3917995444,21766,22076,439,439
30000,0.015,1825,0.401097852521539,0.379786765555486,0.422924765079155,3.03573054855651e-05,0.600878129097174,13184.1905737705,1,19707,31681.9733606557,31463,31910,32871.6721311475,32699,33053,488,488
40000,0.015,1825,0.457843931228896,0.440044154773437,0.477056106002286,2.28195883346264e-05,0.6012100456621,20066.2444444444,1,26333,42236.7919191919,42010,42474,43827.8444444444,43617,44032,495,495
50000,0.015,1825,0.511487616413786,0.496830514395591,0.52515518716514,1.82238988209137e-05,0.598894281647995,28022.1706827309,1,32823,52793.5080321285,52521,53077,54787.1807228916,54548,55023,498,498
60000,0.015,1825,0.529703468611772,0.516605369204938,0.541875338319837,3.04316732855556e-05,0.595616012673653,34824.6726907631,2,39101,63348.1445783133,63084,63701,65744.1767068273,65499,66007,498,498
70000,0.015,1825,0.544523366280475,0.533944611421965,0.554470290579333,0.0902390983916622,0.595476600406949,41765.036,6918,45685,73904.882,73607,74234,76701.522,76423,76965,500,500
80000,0.015,1825,0.555616085233957,0.546967570894588,0.56355996783363,0.0896680819978998,0.595874451754386,48704.492,7856,52170,84459.056,84166,84742,87658.674,87389,87944,500,500
90000,0.015,1825,0.565454439327446,0.55871280947705,0.571772509401778,0.0927161720857589,0.596014070372135,55762.636,9142,58795,95016.098,94646,95301,98616.152,98290,98931,500,500
1e+05,0.015,1825,0.568435406267886,0.562288729314888,0.573863231156862,0.0943590773049128,0.598425555981245,62285.26,10341,65603,105572.812,105231,105901,109573.198,109253,109888,500,500
150000,0.015,1825,0.577989670757547,0.5758628501781,0.579379877381303,0.102612734191682,0.603577747915919,94998.308,16880,99265,158354.088,157922,158765,164360.182,163978,164778,500,500
2e+05,0.015,1825,0.581161808489227,0.580593637745923,0.581772216338067,0.565472389952022,0.611729291711203,127360.426,123990,133921,211139.752,210612,211620,219147.968,218690,219612,495,500
250000,0.015,1825,0.583407536259653,0.582717811270559,0.584126239746175,0.568667222173494,0.610316930806054,159816.072,155601,167402,263923.038,263353,264432,273935.442,273435,274451,472,500
3e+05,0.015,1825,0.586308218563206,0.585482354453491,0.587191839100603,0.56907431995163,0.609368911942334,192732.796,186928,200426,316705.542,316081,317304,328722.948,328159,329283,420,500
350000,0.015,1825,0.589351671367044,0.5884468132795,0.590286812445041,0.568459999008488,0.611683651649647,226022.958,217864,234566,369487.612,368801,370100,383510.91,382917,384157,351,500
4e+05,0.015,1825,0.592974431222501,0.592021439241067,0.593926123446435,0.570094310366844,0.612808844136697,259899.216,250016,268512,422266.844,421548,422963,438297.524,437634,438986,272,500
450000,0.015,1825,0.595429088556223,0.594436807803231,0.596398541510677,0.571668400211675,0.611751960756469,293597.632,281952,301546,475049.48,474288,475765,493085.82,492418,493789,212,500
5e+05,0.015,1825,0.597855396333157,0.597017406260315,0.598670604951803,0.573390460827643,0.610429834151292,327548.87,314226,334460,527829.78,527012,528636,547873.03,547157,548618,147,500
550000,0.015,1825,0.599522812203684,0.598800293650483,0.600254459454085,0.572690476585439,0.609464637463263,361308.332,345235,367264,580608.546,579777,581446,602660,601914,603459,103,500
6e+05,0.015,1825,0.600651362812549,0.599939881363045,0.601310426274298,0.573105844605126,0.610639330617785,394894.968,376883,401314,633387.492,632571,634267,657444.838,656708,658223,79,500
650000,0.015,1825,0.601574991086715,0.600958373564439,0.602132851578981,0.572760123211642,0.610130801077631,428458.534,408146,434598,686164.39,685223,687111,712228.222,711511,712940,58,500
7e+05,0.015,1825,0.602595903763317,0.602063872453289,0.60307603473598,0.576015212041301,0.609685570160636,462204.34,441666,467866,738948.838,737754,739945,767022.034,766065,768057,31,500
750000,0.015,1825,0.603238111746556,0.602755317096432,0.603638412612227,0.57631091212882,0.609879497250016,495743.442,473576,501172,791725.06,790759,792952,821803.814,820982,822860,23,500
8e+05,0.015,1825,0.603402463312722,0.602913731402144,0.603822018180704,0.573267368531549,0.610380750732388,528944.188,502427,535050,844516.94,843352,845516,876602.574,875469,877507,20,500
850000,0.015,1825,0.603971614469684,0.603574633447286,0.604269622609228,0.576446312046535,0.610612480512276,562533.628,536924,569089,897298.936,896223,898522,931390.862,930494,932349,13,500
9e+05,0.015,1825,0.604326973497954,0.604026339309476,0.604617637258774,0.574693157861631,0.609518536433505,595972.114,566467,601193,950077.196,949049,951191,986175.056,985390,987130,6,500
950000,0.015,1825,0.604580457167727,0.604356447190447,0.604789773620465,0.575706067573787,0.612010862358239,629336.594,599154,636894,1002842.5,1001794,1003989,1040947.762,1040025,1041792,3,500
1e+06,0.015,1825,0.604703623969674,0.604465805231668,0.604918399253132,0.580059573784614,0.610838405117177,662604.114,635620,669237,1055638.298,1054471,1056904,1095750.274,1094660,1096787,3,500
1100000,0.015,1825,0.605095842210111,0.604954126452795,0.60523511510195,0.600377977463985,0.610246996935971,729324.906,723961,735715,1161179.69,1160046,1162271,1205304.85,1204305,1206318,0,500
1200000,0.015,1825,0.605028641501636,0.604888773855284,0.605176116855461,0.600021285248942,0.610415856917169,795541.956,789307,802518,1266743.814,1265520,1267882,1314883.278,1313759,1315892,0,500
1300000,0.015,1825,0.605103795765322,0.604970685389145,0.605234069201923,0.600747866698307,0.609919689657691,861938.942,855656,868511,1372293.588,1370907,1373389,1424448.148,1423421,1425460,0,500
1400000,0.015,1825,0.605107540473939,0.604978434015748,0.605246926116955,0.60056414509718,0.610520847997581,928247.358,921054,936749,1477850.08,1476526,1479033,1534020.562,1533044,1535013,0,500
1500000,0.015,1825,0.605170261568114,0.605026296159668,0.605302038377626,0.59977120882063,0.609276398566085,994658.77,985676,1001414,1583415.852,1581940,1584941,1643601.658,1642479,1644700,0,500
1600000,0.015,1825,0.605240123072766,0.605105578699414,0.605371020770034,0.60081364625782,0.609760815236617,1061087.724,1053284,1068679,1688965.154,1687484,1690313,1753168.26,1751963,1754317,0,500
1700000,0.015,1825,0.605243789041921,0.605113342804804,0.605376402362711,0.601251836397081,0.609124123428557,1127409.684,1119883,1135196,1794515.106,1793198,1795975,1862736.538,1861417,1864035,0,500
1800000,0.015,1825,0.605224395682951,0.60510648532603,0.60534035485285,0.601525974519774,0.6092846337289,1193684.384,1186516,1201831,1900067.756,1898394,1901638,1972300.636,1970893,1973984,0,500
1900000,0.015,1825,0.605302012911589,0.605178540828638,0.605434231092982,0.601219247453537,0.608808927399541,1260171.428,1251801,1267309,2005636.496,2004157,2007090,2081888.726,2080587,2083216,0,500
2e+06,0.015,1825,0.605229220183783,0.605105717439079,0.605350465457961,0.601648141015226,0.609017608123077,1326342.822,1318329,1334413,2111205.244,2109245,2112757,2191471.88,2189807,2192826,0,500
2100000,0.015,1825,0.605261857667331,0.605138297013128,0.605396784020503,0.601087079310734,0.608744715150409,1392733.828,1383450,1400959,2216765.45,2214890,2218325,2301043.51,2299664,2302391,0,500
2200000,0.015,1825,0.605250091938017,0.605134513462273,0.605364087382645,0.601144584387889,0.608877345681855,1459028.868,1448628,1467792,2322330.862,2320895,2323880,2410621.454,2409085,2412072,0,500
2300000,0.015,1825,0.605309354289995,0.605180535260872,0.605428000529631,0.601478599715981,0.60975206277157,1525491.524,1515453,1537038,2427853.192,2426095,2429593,2520185.026,2518697,2521662,0,500
2400000,0.015,1825,0.605343693146663,0.605233386738683,0.605464314622442,0.601467518872527,0.609146697448517,1591911.36,1581788,1601602,2533424.42,2531235,2535204,2629764.536,2628186,2631027,0,500
2500000,0.015,1825,0.605345085189546,0.605230014000202,0.605460098639421,0.602121371796571,0.608830756311725,1658245.686,1648916,1667557,2638994.29,2637224,2640574,2739339.504,2738135,2740747,0,500
10000,1.5e-05,365,0.0208508281314158,0.0184432174867634,0.0232874508433723,9.7904836498923e-05,0.0800078631806566,212.408805031447,1,814,10110.7295597484,10060,10154,10187.8113207547,10147,10228,297,318
20000,1.5e-05,365,0.0152495971297194,0.0139118392083885,0.0164850341306466,4.90051945506224e-05,0.0493614931237721,310.722095671982,1,1005,20221.8861047836,20151,20289,20374.8200455581,20315,20436,380,439
30000,1.5e-05,365,0.0152896702643274,0.0143145902294542,0.0163106264065811,3.26626600470342e-05,0.0375543851614381,467.284836065574,1,1148,30332.7950819672,30262,30411,30562.2274590164,30487,30639,350,488
40000,1.5e-05,365,0.0165063832754064,0.0156685048118011,0.0174027986194617,2.45338567222767e-05,0.0313971742543171,672.6,1,1280,40443.898989899,40351,40546,40749.5515151515,40672,40843,265,495
50000,1.5e-05,365,0.0176476466529805,0.0169240260171675,0.0183376640089295,1.96278558530266e-05,0.0314276751754696,898.915662650602,1,1603,50554.6365461847,50447,50663,50937.2469879518,50835,51032,189,498
60000,1.5e-05,365,0.0184539229518315,0.0179026831991656,0.0190219592493818,4.90757402257484e-05,0.0270380857297173,1128.00200803213,3,1652,60665.7831325301,60552,60784,61124.8273092369,61017,61224,113,498
70000,1.5e-05,365,0.0204403596307014,0.0200296510353484,0.0208204756908317,5.60616678346181e-05,0.0279097803383938,1457.654,4,1991,70776.314,70652,70910,71312.062,71196,71429,46,500
80000,1.5e-05,365,0.0197029778329831,0.0193310387440627,0.0200329711844402,0.000760530899634455,0.0254856006969582,1605.782,62,2077,80887.164,80760,81008,81499.5,81381,81623,37,500
90000,1.5e-05,365,0.0194550475961174,0.0191865863455197,0.0197143759113161,0.000392421897141861,0.0244849013408917,1783.782,36,2246,90999.066,90854,91131,91687.536,91566,91805,21,500
1e+05,1.5e-05,365,0.0191591497570341,0.0189450712397901,0.0193457961520759,7.84937057859673e-05,0.023147557083231,1951.82,8,2357,101108.944,100932,101257,101874.12,101746,102000,12,500
150000,1.5e-05,365,0.0185351250167973,0.0184235353324745,0.018644494892566,0.00333134805060507,0.0217493749427304,2832.384,509,3323,151665.15,151472,151829,152811.836,152655,152968,1,500
2e+05,1.5e-05,365,0.0181617355749923,0.0180831681805075,0.0182453453310723,0.0156186363747884,0.0207116721102134,3700.434,3183,4217,202220.096,201990,202420,203749.236,203571,203931,0,500
250000,1.5e-05,365,0.0176195318966309,0.0175553979380903,0.0176852769840821,0.015697101318368,0.0198337436731104,4487.454,3997,5051,252775.256,252529,252999,254686.518,254490,254888,0,500
3e+05,1.5e-05,365,0.0175153866524208,0.0174574217204973,0.0175755476222628,0.0154889402097467,0.0199447542743435,5353.122,4735,6094,303330.868,303071,303590,305624.114,305397,305848,0,500
350000,1.5e-05,365,0.017496969749962,0.0174389413909071,0.0175542663227072,0.0155693725716656,0.019581117767158,6238.746,5554,6982,353886.282,353595,354163,356561.622,356311,356792,0,500
4e+05,1.5e-05,365,0.0174283115217281,0.0173716733127473,0.0174807686791563,0.0157192662216105,0.0196147239263804,7102.014,6407,7993,404441.388,404146,404733,407499.184,407243,407760,0,500
450000,1.5e-05,365,0.0172522292906742,0.0171974222851733,0.0173058409781086,0.0153264144480636,0.019042300955605,7909.044,7025,8730,454995.934,454689,455309,458436.21,458157,458703,0,500
5e+05,1.5e-05,365,0.0172371612371025,0.0171894934424197,0.0172841934028972,0.0156445090109545,0.0187071058348821,8780.158,7969,9532,505550.632,505212,505866,509373.866,509091,509651,0,500
550000,1.5e-05,365,0.0172006286984722,0.0171541617990114,0.0172484107234496,0.0156767841176187,0.018643217784409,9637.7,8784,10446,556105.036,555749,556442,560311.02,560005,560596,0,500
6e+05,1.5e-05,365,0.0171799551776999,0.017134991962953,0.0172247963384415,0.0152558483478693,0.0192860859406446,10501.1,9325,11787,606652.452,606295,607086,611241.44,610924,611534,0,500
650000,1.5e-05,365,0.017057119965244,0.0170146161256005,0.0170998175562954,0.0156142375503003,0.0186428444154518,11294.836,10337,12346,657205.598,656754,657623,662177.31,661805,662483,0,500
7e+05,1.5e-05,365,0.0170427052098543,0.0170021065293161,0.0170832760804065,0.0157158940982324,0.0184935349058985,12153.368,11209,13187,707757.288,707347,708170,713112.478,712718,713432,0,500
750000,1.5e-05,365,0.0170268916806454,0.0169885848715449,0.0170677957200511,0.0156134860520484,0.0184747198033552,13009.354,11929,14115,758309.4,757827,758778,764047.668,763645,764431,0,500
8e+05,1.5e-05,365,0.0170138151851996,0.0169793245713566,0.0170452028043594,0.0157368897092302,0.0181957190297253,13866.082,12823,14827,808867.756,808470,809319,814989.358,814637,815362,0,500
850000,1.5e-05,365,0.016973037911394,0.0169332378762909,0.0170085475708897,0.0155507669140285,0.0183231409778887,14697.468,13466,15865,859425.762,858963,859866,865930.326,865583,866258,0,500
9e+05,1.5e-05,365,0.0169576342083878,0.0169237700558177,0.0169944997662634,0.0158334051364496,0.018159610896639,15547.948,14517,16652,909982.418,909538,910487,916869.912,916495,917266,0,500
950000,1.5e-05,365,0.016945706925149,0.0169127162876839,0.0169764333715128,0.0159620473829042,0.0180279058423271,16400.056,15447,17444,960529.62,960065,961109,967800.174,967386,968223,0,500
1e+06,1.5e-05,365,0.0169258470045573,0.0168898218015642,0.0169594090881367,0.0158979437795626,0.017980993288169,17243.116,16197,18319,1011091.226,1010564,1011543,1018744.546,1018243,1019084,0,500
1100000,1.5e-05,365,0.0168757685007112,0.0168409167213772,0.0169093250755401,0.015723539804058,0.0178333354155549,18911.28,17622,19984,1112198.224,1111703,1112724,1120617.274,1120229,1121099,0,500
1200000,1.5e-05,365,0.016871273224901,0.0168376991230215,0.0169025024863244,0.0158402265834704,0.0178261139889591,20625.062,19362,21790,1213311.634,1212846,1213864,1222495.798,1222093,1222960,0,500
1300000,1.5e-05,365,0.0168268124319121,0.0167985366461711,0.0168529869185328,0.015912271070431,0.0179571682578512,22284.848,21072,23784,1314416.252,1313799,1314979,1324365.276,1323863,1324791,0,500
1400000,1.5e-05,365,0.0168168198220794,0.0167853467197257,0.0168455850960257,0.0158397944774221,0.0176948157786076,23984.888,22591,25241,1415530.58,1415062,1416087,1426244.032,1425760,1426666,0,500
1500000,1.5e-05,365,0.0167964237048773,0.0167679556829957,0.0168245364871107,0.0157839841178649,0.0176993582788313,25666.898,24122,27046,1516633.49,1516010,1517187,1528116.772,1527641,1528595,0,500
1600000,1.5e-05,365,0.0167935958425286,0.0167676075584332,0.016819737618542,0.0158634424805258,0.017806772586897,27373.524,25855,29020,1617748.788,1617065,1618324,1629997.856,1629349,1630573,0,500
1700000,1.5e-05,365,0.0167739295696699,0.0167485389668847,0.0167992848734483,0.0160223986770507,0.0176187360273611,29050.216,27749,30507,1718854.25,1718230,1719463,1731867.226,1731376,1732379,0,500
1800000,1.5e-05,365,0.0167763910028358,0.0167481068650054,0.01680192756673,0.0157797778887873,0.0176384357892877,30763.614,28935,32343,1819966.56,1819392,1820738,1833744.226,1833272,1834281,0,500
1900000,1.5e-05,365,0.0167611599601941,0.0167338811123905,0.016786254709731,0.0159828675646212,0.0175022034033153,32443.094,30935,33878,1921077.114,1920332,1921799,1935611.19,1935031,1936165,0,500
