"initpop","xi","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
1e+06,0.001,1825,0.999403159677493,0.999400564132887,0.9994059821066,0.999302813476141,0.999490799718206,1095005.638,1094016,1095861,1054704.524,1053668,1055761,1095659.572,1094692,1096544,0,500
1100000,0.001,1825,0.999445432613654,0.999442881767328,0.99944808351535,0.999338195413147,0.999536981718246,1204544.4,1203443,1205629,1160163.824,1158982,1161373,1205212.772,1204095,1206247,0,500
1200000,0.001,1825,0.999478084698471,0.999475823117493,0.999480498252686,0.999390894905418,0.999550682415337,1314091.622,1313092,1315146,1265637.826,1264662,1266741,1314777.824,1313851,1315863,0,500
1300000,0.001,1825,0.999506605960188,0.999504508026892,0.999508663422661,0.999426946573302,0.999584967246823,1423635.41,1422399,1424644,1371107.05,1369647,1372352,1424338.17,1423116,1425314,0,500
1400000,0.001,1825,0.99953037476076,0.999528488837841,0.999532328424488,0.999470574850089,0.999608309061747,1533173.832,1531857,1534233,1476566.084,1475056,1477906,1533894.188,1532568,1534945,0,500
1500000,0.001,1825,0.999551899837818,0.999549914860861,0.999553816885667,0.999469429850047,0.999606406509683,1642735.908,1641561,1643893,1582044.064,1580832,1583373,1643472.348,1642229,1644669,0,500
1600000,0.001,1825,0.999570460080972,0.999568678584513,0.999572229156554,0.999506428976556,0.99963201461444,1752280.104,1751052,1753641,1687507.544,1686155,1688929,1753033.102,1751772,1754306,0,500
1700000,0.001,1825,0.999586880031335,0.999584937772153,0.99958866591505,0.999514610023518,0.999653673424241,1861827.354,1860475,1862999,1792978.652,1791450,1794491,1862596.83,1861233,1863801,0,500
1800000,0.001,1825,0.999600922306968,0.999599354104659,0.9996025676702,0.999524306034518,0.999659090044364,1971365.458,1969908,1972613,1898467.366,1896892,1899854,1972152.5,1970699,1973404,0,500
1900000,0.001,1825,0.999614347097103,0.999612738893467,0.999615876941925,0.999563998993548,0.999662337737192,2080928.228,2079689,2082094,2003991.576,2002513,2005429,2081731.054,2080445,2082925,0,500
2e+06,0.001,1825,0.999625423045333,0.999624078732623,0.999626782452957,0.999575695278036,0.999675024441631,2190482.268,2188961,2191740,2109486.474,2107973,2110992,2191303.08,2189817,2192594,0,500
