"initpop","delta_C","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
1300000,60,1825,0.174306323793405,0.174116043261373,0.174485489795574,0.167556091284013,0.180325774423254,248310.208,238812,256882,1373509.744,1371928,1374748,1424562.648,1423189,1425653,0,500
1400000,60,1825,0.174180179018087,0.173997824194705,0.174383327805627,0.167743499416458,0.181613972801989,267217.406,257418,278691,1479163.29,1477766,1480584,1534143.818,1533143,1535154,0,500
1500000,60,1825,0.174321772696843,0.174148941660472,0.174496931329655,0.167452857446124,0.180907441855372,286537.64,275293,297397,1584823.556,1583562,1586446,1643728.602,1642487,1644937,0,500
1600000,60,1825,0.174197020083233,0.174025954826795,0.17436829609858,0.168771371751237,0.179205935066106,305419.578,295839,314167,1690452.482,1689122,1691938,1753299.304,1751999,1754616,0,500
1700000,60,1825,0.174469208594912,0.174308705201477,0.174635824060523,0.168167966744061,0.18073392476313,325015.59,313399,336697,1796106.626,1794750,1797653,1862882.328,1861560,1864175,0,500
1800000,60,1825,0.174435582625959,0.174276036840389,0.174609125536908,0.169566848118075,0.180529744842829,344066.954,334552,356033,1901751.626,1900513,1903069,1972458.672,1971304,1973569,0,500
1900000,60,1825,0.174460816974533,0.17428757593974,0.17462378600655,0.169001413576579,0.180762112578526,363236.894,351853,376423,2007418.42,2005834,2009031,2082054.198,2080572,2083481,0,500
2e+06,60,1825,0.174610609422386,0.174446024084439,0.174767236747512,0.169439100509718,0.180573888405925,382685.172,371410,395905,2113097.142,2111519,2114597,2191649.1,2190437,2193031,0,500
2100000,60,1825,0.174593358631785,0.174429494846617,0.174755742327623,0.168977178543163,0.181230733804448,401779.436,388793,417127,2218750.47,2217120,2220336,2301229.884,2299875,2302570,0,500
2200000,60,1825,0.17453960344595,0.174379909009135,0.174712668546568,0.168551034252835,0.180532543249538,420781.724,406477,435182,2324406.922,2322712,2325789,2410809.718,2408895,2411985,0,500
2300000,60,1825,0.174609661688417,0.174441071256591,0.174773196436709,0.169285728175028,0.179655882497702,440083.886,426587,452620,2430054.102,2428030,2431999,2520386.804,2518970,2521888,0,500
2400000,60,1825,0.174653464753951,0.174488033714669,0.174807188599759,0.16921858028824,0.180392053965317,459333.342,445109,474375,2535720.31,2533899,2537249,2629970.418,2628563,2631389,0,500
2500000,60,1825,0.174806988742952,0.174641196512292,0.174955543610359,0.170216478853546,0.179624036516451,478893.552,466250,492058,2641379.238,2639784,2643328,2739556.182,2737895,2741226,0,500
10000,120,1825,0.0230873765544646,0.0205184359377603,0.0256209445533086,9.03342366757001e-05,0.113692042464386,252.965408805031,1,1253,10567.9842767296,10450,10690,10957.5880503145,10873,11070,318,318
20000,120,1825,0.0218580421382881,0.0197442652689396,0.023891731992325,4.53206435531385e-05,0.136315957495325,478.970387243736,1,2989,21138.8656036446,20960,21315,21916.6810933941,21767,22074,439,439
30000,120,1825,0.0272575251726124,0.0251587885244124,0.0294614452830522,3.03573054855651e-05,0.124714620559496,896.127049180328,1,4097,31706.625,31478,31901,32873.7008196721,32699,33054,488,488
40000,120,1825,0.0425111247057377,0.039795460502719,0.0452839721267101,2.2806577416927e-05,0.150191239413532,1863.38383838384,1,6597,42274.1111111111,42044,42503,43830.8444444444,43617,44037,492,495
50000,120,1825,0.0570787753089406,0.0539298405933058,0.0602770941750994,1.82238988209137e-05,0.147586458618487,3127.52409638554,1,8087,52842.2610441767,52575,53079,54791.297188755,54556,55026,485,498
60000,120,1825,0.0776871526780252,0.0740145880600206,0.0813913576243657,3.04316732855556e-05,0.150224317542392,5107.96586345382,2,9878,63407.8112449799,63138,63690,65749.2409638554,65517,66012,422,498
70000,120,1825,0.0866158735081099,0.0829594188678107,0.0899056553468758,0.00181239731921663,0.145366974273296,6644.274,139,11137,73974.4,73675,74231,76707.626,76436,76963,383,500
80000,120,1825,0.102325550800851,0.0990384610473423,0.105930828010278,0.00167821629582273,0.152081000159989,8970.54,147,13308,84540.39,84231,84866,87666.024,87397,87954,277,500
90000,120,1825,0.106790570658952,0.103541443732791,0.110066649865775,3.03637578186676e-05,0.144654534394485,10531.936,3,14268,95107.49,94758,95440,98624.374,98300,98941,214,500
1e+05,120,1825,0.115182131407895,0.112386596287048,0.11791053006521,0.00328395241917828,0.145010807409231,12621.554,360,15900,105671.318,105309,106043,109581.998,109261,109901,156,500
150000,120,1825,0.129627820505267,0.128731114304778,0.130405164009752,0.0335737984354549,0.144362377661584,21307.4,5515,23689,158503.51,158043,158957,164374.028,163995,164797,16,500
2e+05,120,1825,0.131419556328892,0.130955614902001,0.131796327155317,0.0557659318198409,0.140505099784336,28802.732,12223,30816,211335.42,210816,211858,219166.038,218719,219633,1,500
250000,120,1825,0.131541162493647,0.131267190788693,0.131809656682515,0.122230002771821,0.140788133086471,36036.69,33514,38553,264168.95,263612,264759,273957.576,273459,274469,0,500
3e+05,120,1825,0.131675717349041,0.131413462987414,0.13193213541848,0.124040469218922,0.141230421856314,43288.48,40753,46411,317004.778,316411,317654,328750.55,328199,329304,0,500
350000,120,1825,0.132208348919559,0.131969407664506,0.132446906186394,0.123654148817527,0.143154749488966,50707.5,47455,54905,369836.38,369164,370533,383542.21,382964,384171,0,500
4e+05,120,1825,0.132073804030192,0.131851707320777,0.13228980808724,0.124853426288822,0.14024622616752,57892.418,54729,61458,422669.2,421971,423385,438333.87,437686,439002,0,500
450000,120,1825,0.132357545805314,0.132134186908259,0.132568627390849,0.124956137771008,0.138960303723289,65268.974,61606,68482,475501.216,474754,476255,493126.08,492458,493822,0,500
5e+05,120,1825,0.132596420084893,0.132391509503333,0.132814519336656,0.126304856924343,0.140506273676834,72652.018,69197,76998,528334.284,527507,529179,547918.204,547219,548643,0,500
550000,120,1825,0.132386553298351,0.132190570032096,0.132584031756957,0.124904645347025,0.139874402966002,79790.704,75319,84283,581164.98,580295,582007,602710.342,601966,603500,0,500
6e+05,120,1825,0.132568660555233,0.132365064198357,0.132752402123121,0.127379570273688,0.139754179406441,87163.618,83688,91900,633990.626,633087,634918,657497.854,656422,658256,0,500
650000,120,1825,0.132639953083298,0.132461299515031,0.132835311644653,0.127200746860588,0.138388069422843,94477.79,90607,98586,686820.212,685934,687825,712287.832,711566,713221,0,500
7e+05,120,1825,0.132587113243608,0.132398537442372,0.132776137218229,0.127134944940379,0.138649076984835,101705.83,97557,106381,739655.714,738528,740758,767086.776,766047,768076,0,500
750000,120,1825,0.132635222755886,0.132470410693249,0.132811936828613,0.126647531684706,0.138721851636843,109009.144,104045,113984,792478.486,791556,793463,821872.118,820994,822767,0,500
8e+05,120,1825,0.132663270739867,0.132490525628406,0.13284441229757,0.126691380591012,0.139018976730181,116302.452,111036,121886,845320.506,843985,846422,876673.724,875845,877646,0,500
850000,120,1825,0.132832962107762,0.132657557796857,0.132985309155804,0.126478604231941,0.137498456997182,123729.266,117873,128097,898150.216,896908,899404,931465.176,930473,932504,0,500
9e+05,120,1825,0.132835024285512,0.132655545781817,0.133003617048512,0.127159731704177,0.138671188130954,131010.376,125446,136827,950986.688,949850,952394,986263.56,985333,987427,0,500
950000,120,1825,0.132868391982063,0.132712666967475,0.133028401959698,0.127953686200378,0.138007877927676,138321.116,133209,143632,1003799.404,1002824,1004806,1041038.44,1040185,1042145,0,500
1e+06,120,1825,0.132779172080688,0.132612419930453,0.132935815214523,0.12728631755138,0.138446861042376,145504.948,139468,151793,1056642.768,1055544,1057837,1095841.702,1094859,1096860,0,500
1100000,120,1825,0.132624813212075,0.13246772631895,0.132770526354428,0.127327727245966,0.138441814922995,159866.752,153551,166839,1162285.22,1161129,1163347,1205406.006,1204529,1206249,0,500
1200000,120,1825,0.132847284086674,0.13269216721182,0.133014771379432,0.127267707360408,0.139333870277119,174693.554,167327,183203,1267952.35,1266603,1269298,1314995.332,1313907,1316049,0,500
1300000,120,1825,0.132795559054004,0.132662130095727,0.132928531101761,0.127486977695201,0.137498753898018,189175.888,181627,195859,1373602.542,1372124,1374686,1424564.704,1423395,1425506,0,500
1400000,120,1825,0.132871685990347,0.132744026188429,0.133005849241335,0.128656961062179,0.13838945231679,203844.898,197328,212298,1479265.438,1477827,1480965,1534148.278,1533073,1535326,0,500
1500000,120,1825,0.132884997909079,0.132752514589794,0.133024626164329,0.127942060665662,0.137467977802809,218427.126,210239,226021,1584928.754,1583583,1586343,1643730.704,1642192,1644981,0,500
1600000,120,1825,0.132766528678515,0.132629326909718,0.132904761961985,0.128451784524689,0.137790912027541,232780.256,225214,241432,1690578.692,1689159,1692300,1753305.166,1752150,1754544,0,500
1700000,120,1825,0.132849690231621,0.132709916627418,0.13298261065769,0.127811255596211,0.137456352728481,247483.72,238124,255995,1796231.414,1794825,1797526,1862885.396,1861683,1864130,0,500
1800000,120,1825,0.132854746323216,0.132705131077328,0.132995855240137,0.127906758659004,0.137060437192274,262051.358,252331,270301,1901888.038,1900078,1903329,1972465.23,1971281,1973810,0,500
1900000,120,1825,0.132909711487274,0.132795360787668,0.133033116050056,0.129046449037459,0.136617937786624,276726.004,268700,284438,2007575.546,2006040,2008966,2082060.028,2080723,2083454,0,500
2e+06,120,1825,0.132982565921388,0.13285516435214,0.133100972853556,0.128512442726205,0.138174426271397,291452.01,281488,302821,2113245.894,2111748,2115231,2191655.816,2190174,2193193,0,500
2100000,120,1825,0.13289063186853,0.132767423279148,0.133004672460249,0.127723654250604,0.137619746244866,305813,293933,316679,2218918.172,2217107,2220400,2301238.45,2299825,2302549,0,500
2200000,120,1825,0.132843619556537,0.132725032935979,0.132963582108264,0.1291463748517,0.13797705727384,320261.516,311328,332573,2324586.94,2322995,2326128,2410816.044,2409555,2411985,0,500
2300000,120,1825,0.133015537805188,0.132899757701295,0.133133174897289,0.12862957657782,0.136949142051839,335251.936,324358,345171,2430253.032,2428460,2432159,2520396.484,2518936,2521804,0,500
2400000,120,1825,0.132827915615077,0.132708427394452,0.132947210078619,0.129257790040794,0.136572979712211,349334.554,339918,359099,2535926.872,2533798,2537759,2629978.684,2628308,2631400,0,500
2500000,120,1825,0.132857039413845,0.132738842195678,0.132989804771725,0.129739179308067,0.136311258232218,363969.718,355456,373451,2641587.766,2639934,2643211,2739559.448,2738073,2741402,0,500
10000,15,365,0.0360525002725493,0.0322060151657104,0.0397213282567832,9.7904836498923e-05,0.107107795012763,367.320754716981,1,1091,10110.4465408805,10065,10153,10187.8113207547,10147,10228,248,318
20000,15,365,0.0378528888951054,0.0348005123203743,0.0409311678942784,4.89715964740451e-05,0.0942534381139489,771.216400911162,1,1919,20220.9886104784,20151,20291,20374.8177676538,20315,20436,242,439
30000,15,365,0.0440163861114859,0.0417065511444793,0.0461094287358508,3.26786706316787e-05,0.0807691049998365,1345.30327868852,1,2470,30331.0245901639,30261,30411,30562.2008196721,30487,30639,149,488
40000,15,365,0.0517215695260141,0.0497647894109756,0.0535641392588691,2.45314493180257e-05,0.0783861954017354,2107.70505050505,1,3198,40441.1515151515,40348,40547,40749.5353535354,40672,40843,90,495
50000,15,365,0.0538255851987834,0.0525295675203349,0.0551559879372469,1.96278558530266e-05,0.0716642444715032,2741.77911646586,1,3649,50551.2168674699,50439,50658,50937.2208835341,50835,51032,41,498
60000,15,365,0.0576154652726939,0.0564224810156102,0.0587411589120094,3.27171601504989e-05,0.0742304482301537,3521.74497991968,2,4536,60661.1485943775,60547,60771,61124.8012048193,61017,61224,26,498
70000,15,365,0.0565612181853748,0.0557560167580053,0.0573430129470496,0.0019506307975133,0.066925600830085,4033.492,139,4773,70771.07,70650,70901,71312.034,71196,71429,14,500
80000,15,365,0.0592503892913337,0.0585605831113446,0.0598666223177484,0.00180474389824682,0.0728008833271991,4828.888,147,5934,80881.032,80754,81007,81499.462,81381,81622,7,500
90000,15,365,0.0573601801988221,0.0567349397722212,0.0578996337037041,3.26840109818277e-05,0.0710290156909355,5259.216,3,6514,90992.072,90849,91124,91687.498,91566,91805,6,500
1e+05,15,365,0.0592549629094987,0.058857604544693,0.0596202356480563,0.00353374233128834,0.0700158033707314,6036.526,360,7133,101101.378,100920,101244,101874.064,101746,102000,2,500
150000,15,365,0.058601503761199,0.0583669123973924,0.0588557221780193,0.0516704398235995,0.0688055384695921,8955,7897,10515,151653.1,151463,151812,152811.756,152655,152968,0,500
2e+05,15,365,0.0599417689748201,0.0597128883262346,0.0601677130916217,0.0528395231387639,0.0702672195911957,12213.076,10766,14318,202202.352,201975,202410,203749.094,203571,203931,0,500
250000,15,365,0.0593855176478439,0.0591904664766027,0.0595753291201832,0.0523533290421841,0.06588961584681,15124.68,13339,16778,252753.844,252509,252976,254686.378,254490,254888,0,500
3e+05,15,365,0.060242533422066,0.0600516921988171,0.060441323012352,0.053531866153972,0.0672425357873211,18411.566,16358,20551,303304.934,303037,303554,305623.954,305396,305848,0,500
350000,15,365,0.0600382588630512,0.0598638761198445,0.0602248205292684,0.0540780116975469,0.0667081891968477,21407.316,19278,23777,353856.224,353571,354126,356561.376,356311,356792,0,500
4e+05,15,365,0.0604262030465421,0.0602526165842137,0.0606050375591561,0.0540952390300401,0.0669904103205553,24623.614,22045,27314,404407.336,404104,404698,407498.936,407243,407760,0,500
450000,15,365,0.0605429241793497,0.0603789987401543,0.0607014773426697,0.0560354132821614,0.0657361175641688,27755.054,25697,30136,454958.606,454628,455272,458435.962,458157,458703,0,500
5e+05,15,365,0.0605294175542072,0.0603743708338012,0.0607088598380363,0.0536314209361642,0.0676602916909481,30832.09,27314,34483,505509.512,505176,505824,509373.572,509091,509649,0,500
550000,15,365,0.0606367283043085,0.0604927874176886,0.0607796980057511,0.0559158513907578,0.0655142190543003,33975.392,31332,36701,556060.242,555714,556390,560310.65,560005,560595,0,500
6e+05,15,365,0.0606768641002819,0.0605143547478788,0.0608318959074402,0.0557746764581265,0.066146382964799,37088.212,34094,40429,606604.542,606232,607004,611241.294,610895,611522,0,500
650000,15,365,0.0609026979523052,0.0607509913059889,0.0610432374788457,0.0555763591724321,0.0660290029280786,40328.336,36807,43725,657153.504,656754,657582,662176.718,661848,662529,0,500
7e+05,15,365,0.0608394859547225,0.0606987160290116,0.0609871819888833,0.0555173845006198,0.0653849660870724,43385.362,39593,46610,707702.762,707314,708113,713112.148,712776,713429,0,500
750000,15,365,0.0610074115808129,0.0608665485193406,0.0611386378410776,0.0569324684435649,0.0660768050119922,46612.594,43498,50499,758251.772,757689,758732,764047.706,763574,764428,0,500
8e+05,15,365,0.0610303009875145,0.0608966420227026,0.0611761832074441,0.0565732573492959,0.0649385535710562,49739.002,46102,52942,808806.35,808424,809229,814989.02,814630,815366,0,500
850000,15,365,0.0610132543919657,0.0608781546313317,0.0611500462409649,0.0570727482678984,0.0649673303772628,52833.218,49425,56248,859361.226,858879,859787,865930.032,865558,866292,0,500
9e+05,15,365,0.0609906593504139,0.060861324324794,0.0611305462888621,0.056315048428804,0.0650870859735416,55920.47,51636,59679,909914.498,909491,910373,916869.606,916503,917237,0,500
950000,15,365,0.0610534419314251,0.0609266497786898,0.0611823712632849,0.0564200947773291,0.0658445271819609,59087.478,54612,63719,960457.29,960002,960970,967799.456,967391,968180,0,500
1e+06,15,365,0.0611622930083962,0.0610412713166706,0.0612797158064959,0.0575832428013586,0.0653011024045592,62308.738,58676,66527,1011015.924,1010488,1011435,1018744.35,1018202,1019102,0,500
1100000,15,365,0.0611025522434341,0.0609735352490439,0.0612368515544727,0.0564930320442994,0.0656208221701422,68472.536,63324,73528,1112115.44,1111637,1112718,1120616.554,1120238,1121166,0,500
1200000,15,365,0.0611839270650239,0.0610634979190992,0.0613015552346304,0.0573708222221677,0.0645776535544915,74797.056,70157,78925,1213221.026,1212746,1213832,1222495.238,1222074,1223014,0,500
1300000,15,365,0.0611374796574006,0.0610336976193405,0.0612439765841875,0.0572013769415162,0.0644411584659361,80968.356,75740,85373,1314318.204,1313681,1314881,1324365.398,1323933,1324830,0,500
1400000,15,365,0.0611796112448407,0.0610585570454556,0.0612930756514182,0.0570739544202178,0.0649812761655158,87257.03,81389,92680,1415423.528,1414924,1416001,1426243.714,1425720,1426687,0,500
1500000,15,365,0.0612181245457221,0.0611126374702205,0.0613280712975353,0.0567572377943605,0.0658286017941892,93548.382,86738,100589,1516520.036,1515880,1517024,1528115.768,1527612,1528536,0,500
1600000,15,365,0.0610907875753337,0.0609857082356781,0.0611993597668204,0.057779181900719,0.0651752542528877,99577.754,94187,106221,1617635.118,1617062,1618175,1629996.402,1629465,1630486,0,500
1700000,15,365,0.061184803305021,0.0610794847668991,0.0612947899005516,0.0573774988004372,0.0653375903504532,105963.888,99371,113147,1718723.49,1718116,1719386,1731866.038,1731377,1732436,0,500
1800000,15,365,0.0611269309212001,0.0610341093077591,0.0612290928260608,0.0568086086702854,0.0639309797591163,112091.02,104185,117228,1819828.052,1819082,1820672,1833742.212,1833228,1834291,0,500
1900000,15,365,0.0612372067940511,0.0611334356836168,0.0613460076145082,0.0575241858240022,0.0649513944206643,118531.388,111346,125732,1920927.306,1920247,1921745,1935610.586,1935048,1936333,0,500
2e+06,15,365,0.0612405708740517,0.0611481833594188,0.0613384705088316,0.0580827081508095,0.0649028986823279,124776.872,118338,132227,2022031.538,2021385,2022739,2037487.086,2036903,2038179,0,500
2100000,15,365,0.0612526549343889,0.0611548819700568,0.0613479573687243,0.0579005100359731,0.0643205290237664,131041.728,123887,137613,2123131.696,2122388,2123782,2139364.188,2138810,2139993,0,500
2200000,15,365,0.0612242640010516,0.0611252370002119,0.0613227775816601,0.0574936443872957,0.0645970781124367,137217.948,128862,144772,2224233.934,2223456,2224851,2241234.874,2240655,2241797,0,500
2300000,15,365,0.0612660451830782,0.0611724034631838,0.0613662640741043,0.0581673157115824,0.065733114166041,143553.202,136267,154000,2325337.784,2324507,2326018,2343111.99,2342452,2343693,0,500
2400000,15,365,0.0612821696177848,0.0611886289545876,0.0613709103089499,0.0583552988088544,0.0650260572904589,149833.498,142686,159001,2426430.728,2425728,2427173,2444977.122,2444222,2445554,0,500
2500000,15,365,0.0612870942143471,0.0611902350492911,0.0613771276204981,0.0578573246126588,0.0639738465301386,156089.282,147339,162949,2527533.878,2526624,2528311,2546853.746,2546093,2547471,0,500
10000,30,365,0.0294082551072292,0.026314363947273,0.0321323978152453,9.7904836498923e-05,0.0985487350460875,299.619496855346,1,1005,10110.6698113208,10065,10153,10187.8113207547,10147,10228,279,318
20000,30,365,0.0290866769336788,0.0267627474359385,0.031408480270665,4.89715964740451e-05,0.0797215140223573,592.603644646925,1,1626,20221.291571754,20151,20291,20374.8200455581,20315,20436,291,439
30000,30,365,0.0342590378652637,0.0324091083880458,0.0359718457523147,3.26786706316787e-05,0.0652138346258303,1047.06147540984,1,1993,30331.6495901639,30259,30413,30562.2110655738,30487,30639,200,488
40000,30,365,0.0401521353423876,0.0385652960058877,0.0416444763880062,2.45314493180257e-05,0.0626304801670146,1636.2303030303,1,2550,40442.1797979798,40346,40544,40749.5414141414,40672,40843,126,495
50000,30,365,0.042103276546621,0.0409578049293128,0.0432407720387236,1.96278558530266e-05,0.0564726666012366,2144.66666666667,1,2877,50552.3333333333,50441,50656,50937.2309236948,50835,51032,62,498
60000,30,365,0.0449747429879787,0.0440635825325469,0.0458261596041632,3.27171601504989e-05,0.0598026218883488,2749.07630522088,2,3654,60662.6385542169,60552,60772,61124.8112449799,61017,61224,33,498
70000,30,365,0.0442015839464974,0.0435220135814001,0.0448563533012482,0.0019506307975133,0.055359246171967,3152.108,139,3948,70772.8,70652,70904,71312.04,71196,71429,19,500
80000,30,365,0.0459110704880222,0.0453700495692459,0.0464081142630232,0.00180474389824682,0.0557293391724629,3741.752,147,4543,80882.854,80753,81001,81499.484,81381,81622,9,500
90000,30,365,0.0447660237350261,0.0442399314821867,0.0452087772826456,3.26840109818277e-05,0.0563053242052937,4104.482,3,5165,90994.262,90844,91126,91687.512,91566,91805,6,500
1e+05,30,365,0.0461043881932269,0.0457258651928884,0.0464368083862516,0.00353374233128834,0.0557884711681018,4696.828,360,5682,101103.85,100925,101241,101874.078,101746,102000,3,500
150000,30,365,0.0455260535628991,0.0453006173634822,0.0457598102542484,0.038350108235725,0.052920998193197,6956.914,5864,8084,151657.052,151460,151824,152811.788,152655,152968,0,500
2e+05,30,365,0.0464671497680314,0.0462665323377531,0.0466703416505011,0.039246406137193,0.0546262427887566,9467.632,7991,11126,202208.078,201978,202416,203749.14,203571,203931,0,500
250000,30,365,0.0461291605847835,0.0459377677130338,0.0463255279066632,0.0391201212759106,0.0522691042162383,11748.468,9961,13312,252760.588,252513,252982,254686.416,254490,254888,0,500
3e+05,30,365,0.0466968660685956,0.0465190623474376,0.0468830625677324,0.0405696231512432,0.0533509642450348,14271.684,12404,16300,303313.096,303038,303567,305624.008,305397,305848,0,500
350000,30,365,0.0468173385695876,0.0466566714688294,0.0469936883170889,0.0407429951501109,0.0525293685138101,16693.258,14525,18718,353865.428,353567,354125,356561.454,356311,356792,0,500
4e+05,30,365,0.046761655410715,0.0466022011432285,0.0469150264194852,0.0412229963361154,0.0519154722835198,19055.308,16798,21150,404417.696,404114,404703,407499.002,407243,407760,0,500
450000,30,365,0.0468643005002217,0.0467140324805016,0.0470200415079434,0.0417919173498192,0.0522310106224063,21484.276,19158,23951,454970.082,454640,455291,458436.056,458157,458703,0,500
5e+05,30,365,0.046880687890578,0.0467197904506147,0.0470298858928853,0.0414453544562543,0.0532873630019988,23879.788,21107,27140,505521.71,505184,505845,509373.648,509091,509650,0,500
550000,30,365,0.0469183881825609,0.0467769130429228,0.0470649123150597,0.0427740937934088,0.0512750968902339,26288.882,23957,28736,556073.344,555727,556408,560310.722,560005,560596,0,500
6e+05,30,365,0.047045781751098,0.0469033826955725,0.0471861492170542,0.0420845585768684,0.0517063386238365,28756.318,25718,31604,606618.716,606247,607016,611241.288,610890,611530,0,500
650000,30,365,0.0470284068248962,0.0468969792467289,0.0471542313998225,0.0418998083518714,0.0520028141456109,31141.106,27744,34445,657168.614,656740,657605,662176.818,661840,662540,0,500
7e+05,30,365,0.0470234073443818,0.0468958124755071,0.0471559247954321,0.0433715611125602,0.051541288006283,33532.974,30928,36751,707718.906,707346,708125,713112.498,712785,713440,0,500
750000,30,365,0.047143149359668,0.0470150448743304,0.047271717522527,0.0422813917117636,0.0510517861841545,36019.598,32307,38998,758268.438,757771,758763,764047.806,763644,764448,0,500
8e+05,30,365,0.0471145631862316,0.0469889219892103,0.0472411997405532,0.0426776148045262,0.0509417713692671,38397.842,34782,41526,808824.43,808410,809260,814988.974,814636,815349,0,500
850000,30,365,0.0471839807983752,0.0470776878879026,0.047303537014514,0.0437300646937498,0.0506897005791591,40858.01,37867,43884,859380.42,858882,859784,865930.092,865561,866272,0,500
9e+05,30,365,0.0471612127834712,0.0470400566629382,0.0472815267778449,0.0420524198958671,0.0520755293104106,43240.684,38550,47753,909935.062,909498,910415,916869.588,916476,917247,0,500
950000,30,365,0.047126612493905,0.047007746798798,0.0472518494519899,0.0436838184622792,0.0526779072650632,45609.1,42281,50988,960479.234,960042,961004,967799.162,967379,968173,0,500
1e+06,30,365,0.0471715329561886,0.0470637291731668,0.0472792774371332,0.0430341025333928,0.051457676296822,48055.756,43836,52424,1011039.082,1010502,1011441,1018744.49,1018171,1019102,0,500
1100000,30,365,0.0470825666057154,0.0469813617268759,0.0471865272480402,0.0424709804537472,0.0509405388811697,52761.536,47594,57083,1112141.428,1111606,1112668,1120616.872,1120227,1121095,0,500
1200000,30,365,0.047224091632309,0.047120987780346,0.0473284715128311,0.0431716533603632,0.0508232891807849,57731.232,52771,62124,1213249.128,1212764,1213802,1222495.392,1222074,1222958,0,500
1300000,30,365,0.0471786427156105,0.0470613016127523,0.0472839883522018,0.0436204234046811,0.0506609609131219,62481.736,57765,67101,1314349.092,1313732,1314859,1324365.02,1323949,1324794,0,500
1400000,30,365,0.0473130041314283,0.0472070070217729,0.0474189186960953,0.0429850151895344,0.0523896962163231,67479.882,61310,74724,1415456.97,1414991,1416019,1426243.668,1425721,1426703,0,500
1500000,30,365,0.047264113485171,0.0471575298409207,0.0473604977328297,0.0440818564887255,0.0504467563538609,72225.05,67361,77089,1516556.358,1516000,1517122,1528116.244,1527618,1528584,0,500
1600000,30,365,0.0471833395361443,0.047089076508722,0.0472801622586076,0.0438214530222834,0.0503921955959741,76908.69,71433,82142,1617672.38,1616894,1618298,1629996.612,1629376,1630523,0,500
1700000,30,365,0.0472518929500893,0.0471509258676374,0.0473541433190834,0.0443158732733672,0.0507600439012027,81833.992,76764,87920,1718765.174,1718132,1719430,1731866.636,1731385,1732446,0,500
1800000,30,365,0.0471862344012683,0.0470809707805941,0.0472793409938189,0.043919471607405,0.0501014220903856,86527.424,80539,91882,1819868.752,1819220,1820520,1833742.672,1833264,1834224,0,500
1900000,30,365,0.0473177793595259,0.0472201405715556,0.0474105624564097,0.0444406101608057,0.0504110070318111,91588.826,86026,97570,1920973.172,1920131,1921827,1935611.228,1935068,1936423,0,500
2e+06,30,365,0.047251041139214,0.0471617794292413,0.0473362892983698,0.0444671926005461,0.0508434738787826,96273.406,90614,103616,2022081.896,2021395,2022832,2037487.464,2036850,2038194,0,500
2100000,30,365,0.0473137904483343,0.0472290444411981,0.0474056173311394,0.0447946132604432,0.0506905054795494,101221.464,95837,108457,2123189.322,2122485,2123874,2139365.022,2138712,2139962,0,500
2200000,30,365,0.0472955188163399,0.0472074358492717,0.0473879595543247,0.0443992892972485,0.0505381179523144,106000.356,99506,113282,2224286.542,2223508,2224977,2241234.526,2240649,2241775,0,500
2300000,30,365,0.0472850671023291,0.0472002636467231,0.0473731935142081,0.0444816147723742,0.0500801555649644,110794.238,104219,117335,2325394.64,2324608,2326055,2343112.136,2342506,2343736,0,500
2400000,30,365,0.0473102649738699,0.047219057349654,0.0474075758196225,0.0442352971970842,0.0514145347743208,115672.536,108158,125689,2426494.372,2425704,2427232,2444977.554,2444311,2445657,0,500
2500000,30,365,0.0472802221646029,0.0471954429978908,0.047363076032324,0.0440020601737172,0.049590473075357,120415.836,112089,126293,2527599.818,2526531,2528289,2546853.874,2546184,2547426,0,500
10000,60,365,0.0253834345880838,0.0229425920564797,0.0278639670434035,9.7904836498923e-05,0.0882526564344746,258.606918238994,1,897,10110.7012578616,10065,10153,10187.8113207547,10147,10228,292,318
20000,60,365,0.0224909470099517,0.0206373466834051,0.0243445883459727,4.89715964740451e-05,0.0661335426580974,458.220956719818,1,1348,20221.5717539863,20151,20291,20374.8223234624,20315,20436,339,439
30000,60,365,0.0261649855378865,0.024689039232754,0.0275720473537062,3.26786706316787e-05,0.052972760607648,799.702868852459,1,1618,30332.1454918033,30261,30413,30562.2110655738,30487,30639,282,488
40000,60,365,0.031676534025506,0.0303700820151004,0.0329192995250107,2.45314493180257e-05,0.0530940867473428,1290.84242424242,1,2163,40442.7757575758,40349,40545,40749.5373737374,40672,40843,167,495
50000,60,365,0.0332226961627225,0.0321810685644497,0.0342007754186798,1.96278558530266e-05,0.0549275874249382,1692.30722891566,1,2799,50553.0983935743,50443,50659,50937.2369477912,50835,51032,110,498
60000,60,365,0.0357936800569544,0.0349992748677224,0.0365641216441038,3.27171601504989e-05,0.0473360186003864,2187.89156626506,2,2891,60663.686746988,60553,60780,61124.8152610442,61017,61224,68,498
70000,60,365,0.0356728665916067,0.0350649096270091,0.0362851010460177,0.0019506307975133,0.046774442310119,2543.908,139,3336,70774.128,70648,70905,71312.05,71196,71429,43,500
80000,60,365,0.0371206107640443,0.0366327897660807,0.0375769200815069,0.00180474389824682,0.0478773671743639,3025.326,147,3901,80884.358,80751,81002,81499.484,81381,81622,15,500
