"initpop","beta","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
8e+05,0.475,1825,0.249141516658987,0.248919581279332,0.24937618421863,0.24190710887497,0.257447905732879,218413.88,212034,225650,845139.488,843959,846011,876665.956,875828,877376,0,500
850000,0.475,1825,0.249488875439079,0.249250810763979,0.249718144702902,0.241906147690069,0.259082476617454,232387.78,225435,241326,897958.806,896959,899063,931455.472,930493,932320,0,500
9e+05,0.475,1825,0.249112701186459,0.248902845630515,0.249331562329997,0.242404660726803,0.256312449125852,245688.268,238955,252853,950785.056,949524,952164,986253.414,985303,987368,0,500
950000,0.475,1825,0.249256653788178,0.249041930902911,0.249489846385252,0.242705799624195,0.260079631806208,259483.28,252648,270623,1003591.348,1002687,1004857,1041028.776,1040073,1042129,0,500
1e+06,0.475,1825,0.24945717481967,0.249255780355509,0.249681777794898,0.243961786798363,0.256721777839415,273362.768,267358,281374,1056421.34,1055384,1057618,1095830.402,1094846,1096850,0,500
1100000,0.475,1825,0.249439308419123,0.249212195360726,0.249662090696479,0.243121898468806,0.257986409111451,300673.534,292904,311120,1162049.03,1160813,1163123,1205397.204,1204311,1206232,0,500
1200000,0.475,1825,0.249318086095871,0.249116548063002,0.249521168131224,0.243792235828905,0.256590833194507,327849.26,320680,337312,1267693.986,1266373,1268962,1314984.23,1313981,1315943,0,500
1300000,0.475,1825,0.249366906332674,0.249170192001438,0.24956378112003,0.242714329544202,0.25802878591659,355236.94,345707,367602,1373322.85,1371804,1374559,1424555.38,1423232,1425726,0,500
1400000,0.475,1825,0.249426962535388,0.249216521225353,0.249641850199542,0.242327863702634,0.259428882120393,382654.76,371816,397939,1478962.286,1477558,1480177,1534135.604,1533186,1535040,0,500
1500000,0.475,1825,0.249479715307372,0.249267879132583,0.249697653900232,0.243700868600256,0.258528592316038,410074.222,400513,424892,1584599.934,1583332,1586106,1643718,1642423,1644927,0,500
1600000,0.475,1825,0.249530929130696,0.249335201737418,0.249726890017844,0.244373404816563,0.257766382071837,437499.692,428466,451990,1690236.046,1688812,1691749,1753288.442,1752101,1754353,0,500
1700000,0.475,1825,0.249539380662544,0.249334646380197,0.249745460549537,0.243782958384881,0.256054583177881,464859.156,454203,476990,1795853.484,1794456,1797475,1862869.136,1861570,1864089,0,500
1800000,0.475,1825,0.249674449370484,0.249493561565239,0.249853481395437,0.244225243875981,0.255681040556775,492469.334,481789,504405,1901494.398,1899836,1902854,1972446.064,1971226,1973561,0,500
1900000,0.475,1825,0.249650779453057,0.249476492077031,0.249839732690105,0.243819765035346,0.256026119026598,519783.688,507761,533009,2007156.146,2005471,2009192,2082043.03,2080751,2083571,0,500
2e+06,0.475,1825,0.249569713422232,0.249383674540589,0.249758966900236,0.243430701233229,0.257003231172557,546965.104,533474,563293,2112805.218,2111200,2114356,2191632.836,2190332,2192876,0,500
2100000,0.475,1825,0.249671502195613,0.249484397122226,0.249856688892686,0.244167599891228,0.256811691934421,574547.664,562087,591048,2218437.164,2216713,2220270,2301214.27,2299677,2302567,0,500
2200000,0.475,1825,0.249628949843642,0.24945693931167,0.249801709104567,0.242713215592259,0.256707701791057,601803.872,585167,618845,2324074.806,2322359,2325584,2410793.67,2409493,2412039,0,500
2300000,0.475,1825,0.249744245034916,0.249583897919939,0.249908062624,0.244831197216269,0.256560371685299,629447.162,616992,646693,2429705.604,2427660,2431317,2520367.024,2518946,2521805,0,500
2400000,0.475,1825,0.249676684749737,0.249512736490554,0.249828734734282,0.244242393585118,0.256220437243713,656636.9,642177,674076,2535340.268,2533662,2537052,2629949.154,2628585,2631595,0,500
2500000,0.475,1825,0.249677515358962,0.249508475586626,0.249851543685444,0.244528570990624,0.255642453204003,684001.384,670021,700004,2640997.262,2638944,2643025,2739539.528,2738127,2741327,0,500
10000,0.325,365,0.00627315046313761,0.00539695297616114,0.00711855909784663,9.7904836498923e-05,0.0463725490196078,63.9150943396226,1,473,10110.9874213836,10068,10156,10187.8081761006,10147,10228,317,318
20000,0.325,365,0.00761608243906306,0.00669482623608042,0.00854083957653198,4.89931899465974e-05,0.0461190136339026,155.173120728929,1,937,20222.1503416857,20147,20291,20374.8291571754,20315,20436,423,439
30000,0.325,365,0.00884969425354348,0.00791075605512007,0.0097810925853519,3.26626600470342e-05,0.0474521875818706,270.487704918033,1,1449,30333.1229508197,30262,30412,30562.2213114754,30487,30639,443,488
40000,0.325,365,0.0115739900058216,0.0105276130650083,0.0127555478075609,2.45290423861852e-05,0.0428009828009828,471.632323232323,1,1742,40444.2565656566,40348,40551,40749.5515151515,40672,40843,396,495
50000,0.325,365,0.0133180189238938,0.0122073395984461,0.0144223742220108,1.96297823057142e-05,0.0384660651235779,678.383534136546,1,1961,50555.1526104418,50443,50665,50937.2550200803,50835,51032,360,498
60000,0.325,365,0.016903164583851,0.0156788642129151,0.0181167821438991,3.27171601504989e-05,0.0408206672011256,1033.18273092369,2,2495,60666.062248996,60548,60776,61124.8353413655,61017,61224,291,498
70000,0.325,365,0.0196032358089982,0.0183642022065695,0.0208559420096838,1.40032487537109e-05,0.0412576708654562,1397.95,1,2938,70776.342,70651,70899,71312.072,71196,71429,228,500
80000,0.325,365,0.0223662924833569,0.0210871719954193,0.0235792043732078,2.45474071801166e-05,0.0418424408908074,1822.838,2,3412,80886.634,80763,81003,81499.504,81381,81622,194,500
90000,0.325,365,0.0233384843780817,0.0221895409019416,0.0244037898757051,0.000228955201098985,0.0386637291684844,2139.83,21,3545,90998.342,90848,91134,91687.542,91566,91805,155,500
1e+05,0.325,365,0.0256529238076039,0.0245581686957755,0.0267764345245149,0.000157192541213919,0.0389021409429573,2613.344,16,3963,101107.918,100944,101263,101874.11,101746,102000,129,500
150000,0.325,365,0.0298416547368026,0.0290554271658387,0.0305528730353505,0.00141386239715133,0.0396006568488266,4560.192,216,6053,151661.818,151472,151840,152811.816,152655,152968,49,500
2e+05,0.325,365,0.033028572933527,0.0325699742062338,0.0334133230245828,0.00176110748642377,0.0392839090556649,6729.55,359,8005,202214.562,201982,202421,203749.198,203571,203931,12,500
250000,0.325,365,0.0334226828544837,0.0330218336278789,0.033720320609592,0.00191239127446938,0.0401629756400091,8512.308,487,10232,252767.386,252533,252976,254686.47,254490,254888,6,500
3e+05,0.325,365,0.0342079688365214,0.0340210917577276,0.0343998773746377,0.00290330394024496,0.040013744804791,10454.788,887,12227,303320.342,303057,303580,305624.046,305397,305848,1,500
350000,0.325,365,0.0340801328464053,0.0338379630618003,0.0342971976748203,0.00260570056601763,0.0387485632586695,12151.682,929,13822,353874.578,353576,354143,356561.542,356311,356792,2,500
4e+05,0.325,365,0.0343638889037128,0.0342218723546142,0.0344971879057257,0.0295315882217237,0.0403625069307125,14003.266,12033,16452,404428.312,404126,404718,407499.102,407243,407760,0,500
450000,0.325,365,0.0346300796089894,0.0344920806196283,0.0347639271658351,0.0299643603400817,0.0387292985223437,15875.678,13738,17752,454981.418,454661,455287,458436.142,458157,458703,0,500
5e+05,0.325,365,0.034725316063417,0.0345938506283355,0.0348628527522429,0.0287181198829835,0.0389485157653898,17688.164,14627,19832,505534.598,505190,505878,509373.75,509091,509650,0,500
550000,0.325,365,0.0347858073543589,0.0346678266787393,0.0349076586904837,0.0305459751647708,0.0401921542944736,19490.874,17111,22523,556088.036,555724,556427,560310.888,560005,560596,0,500
6e+05,0.325,365,0.0348447900179872,0.0347131085261022,0.0349797036644287,0.0304025259093846,0.0398952055388553,21298.564,18584,24380,606634.368,606296,607038,611241.354,610909,611563,0,500
650000,0.325,365,0.0350224082335561,0.0349013637712693,0.0351433576102834,0.0313606314095451,0.0387592801783244,23191.03,20773,25665,657186.596,656728,657632,662177.106,661803,662478,0,500
7e+05,0.325,365,0.0349837481292421,0.0348611408540381,0.035103856564236,0.0317215248095671,0.0392341665719964,24947.35,22621,27974,707737.774,707334,708160,713112.71,712739,713439,0,500
750000,0.325,365,0.0351110734488245,0.0350060591065022,0.035227179490733,0.0318562222068043,0.0388401995738376,26826.532,24335,29675,758288.16,757730,758760,764047.596,763585,764426,0,500
8e+05,0.325,365,0.0352957511775966,0.0351790762925956,0.03541312050736,0.0317755403805211,0.0404647898039774,28765.636,25895,32975,808845.37,808409,809279,814988.946,814591,815362,0,500
850000,0.325,365,0.035305853976028,0.0351959802173796,0.0354118887619177,0.0316371418243384,0.0391603029634668,30572.406,27394,33912,859401.984,858960,859842,865930.162,865594,866268,0,500
9e+05,0.325,365,0.0353376088778925,0.0352258593863135,0.0354527828851776,0.0318962912380103,0.0393988737881443,32399.976,29240,36124,909958.004,909538,910459,916869.748,916484,917248,0,500
950000,0.325,365,0.035238579797656,0.0351285197546368,0.0353455597437275,0.0306464864641412,0.0391780595426316,34103.908,29654,37913,960504.064,960040,961042,967800.258,967374,968224,0,500
1e+06,0.325,365,0.0355902431326575,0.035475139296752,0.035690122918474,0.0318685093935884,0.0395387715955397,36257.376,32467,40277,1011064.472,1010529,1011508,1018744.678,1018223,1019102,0,500
1100000,0.325,365,0.0356155363297211,0.0355192880926058,0.0357037088238709,0.0328745488371263,0.0392743584527926,39911.384,36843,44022,1112168.944,1111673,1112691,1120617.12,1120239,1121122,0,500
1200000,0.325,365,0.0356343412458506,0.0355323563274825,0.0357312027559685,0.0327315560863484,0.0394415366331062,43562.826,40014,48220,1213278.538,1212807,1213877,1222495.644,1222091,1222988,0,500
1300000,0.325,365,0.0355725525096458,0.0354820833240568,0.0356740969747992,0.0324251796323087,0.0391230977737677,47111.042,42943,51816,1314379.768,1313796,1314924,1324365.002,1323843,1324804,0,500
1400000,0.325,365,0.0357290210112921,0.0356338752986072,0.0358238305963288,0.0330484889695831,0.0388563240027398,50958.292,47144,55424,1415490.082,1415005,1416070,1426243.728,1425760,1426655,0,500
1500000,0.325,365,0.0357518937295733,0.0356665446967548,0.0358448319718632,0.0328324330480303,0.0395813575706644,54633.056,50163,60476,1516593.29,1516090,1517246,1528116.58,1527624,1528612,0,500
1600000,0.325,365,0.0357497643737857,0.0356589952091498,0.0358492510821061,0.0327650909786951,0.0388622859193772,58272.046,53407,63343,1617709.202,1617010,1618234,1629997.646,1629467,1630624,0,500
1700000,0.325,365,0.0357841224450975,0.0357001567632014,0.0358694126003028,0.0331577491738999,0.0383753187597014,61973.332,57427,66455,1718805.26,1718123,1719405,1731866.634,1731364,1732394,0,500
1800000,0.325,365,0.035822043174912,0.0357429800769048,0.0359008563504507,0.0333902414952651,0.0387260879713961,65688.432,61236,71008,1819912.59,1819280,1820604,1833743.266,1833250,1834209,0,500
1900000,0.325,365,0.0358294310453127,0.0357355537938331,0.0359151886516914,0.0330212367580258,0.0391664225513947,69351.83,63913,75809,1921014.14,1920183,1921673,1935610.824,1935058,1936160,0,500
2e+06,0.325,365,0.0358721908190741,0.0357870947536919,0.0359634664814025,0.0330879032416407,0.0392119045656023,73089.148,67408,79901,2022123.72,2021475,2022960,2037487.892,2036956,2038308,0,500
2100000,0.325,365,0.0359054342394158,0.0358230209788852,0.0359871677517542,0.0332307091075339,0.0386931932121437,76814.846,71087,82776,2123228.994,2122517,2123994,2139365.192,2138784,2139968,0,500
2200000,0.325,365,0.0360050719810472,0.0359279605130148,0.0360860696592421,0.0328877974081696,0.0392174182654452,80695.836,73708,87908,2224332.406,2223697,2225081,2241234.548,2240577,2241782,0,500
2300000,0.325,365,0.0359627586231557,0.0358840317241557,0.0360441670082345,0.033444397829697,0.039162556425569,84264.802,78363,91763,2325440.64,2324439,2326307,2343112.56,2342390,2343751,0,500
2400000,0.325,365,0.0359948254807615,0.0359098799929246,0.0360812349732731,0.033738677904849,0.0396354307693944,88006.594,82491,96903,2426539.628,2425875,2427202,2444978.828,2444353,2445456,0,500
2500000,0.325,365,0.036035517418988,0.0359534412606885,0.036114991843762,0.0334852026558218,0.0389219158610616,91777.236,85277,99124,2527648.146,2526786,2528407,2546855.098,2546181,2547473,0,500
10000,0.375,365,0.0123108430464787,0.0107383934780392,0.0139963296301367,9.79719800137161e-05,0.0735250809855698,125.40251572327,1,749,10110.8679245283,10067,10157,10187.8144654088,10147,10228,311,318
20000,0.375,365,0.015935246268546,0.0142865897808853,0.0174504127063689,4.89931899465974e-05,0.0609552765790506,324.681093394077,1,1243,20221.7813211845,20151,20291,20374.8200455581,20315,20436,374,439
30000,0.375,365,0.0173939420768271,0.0160009027041242,0.0187812052267415,3.26957658983162e-05,0.0530325322870688,531.563524590164,1,1622,30332.6639344262,30262,30412,30562.2192622951,30487,30639,366,488
40000,0.375,365,0.0255367918380796,0.0239690369468985,0.0269799641654159,2.45332548269179e-05,0.0525475359897804,1040.60202020202,1,2139,40443.1333333333,40343,40547,40749.5454545455,40672,40843,241,495
50000,0.375,365,0.0263994618691986,0.0250443275773324,0.02791247542735,1.96297823057142e-05,0.0479294704392389,1344.65662650602,1,2441,50553.843373494,50443,50659,50937.2489959839,50835,51032,200,498
60000,0.375,365,0.0325673127306781,0.0313506154218706,0.0337346010427518,3.27171601504989e-05,0.0487752998347432,1990.6546184739,2,2982,60664.0441767068,60548,60779,61124.8092369478,61017,61224,109,498
70000,0.375,365,0.0322777248774272,0.0311463415555281,0.0333652015504222,1.4024065296048e-05,0.0474134910512817,2301.812,1,3383,70774.684,70649,70897,71312.062,71196,71429,88,500
80000,0.375,365,0.0359463177644223,0.0350756669683554,0.0366994509141075,0.000809508039886669,0.0466211327880713,2929.616,66,3802,80884.622,80755,81002,81499.492,81381,81622,43,500
90000,0.375,365,0.0347948028377476,0.0339187067838298,0.0356030595738442,0.00147260946397016,0.0450908139458823,3190.248,135,4136,90996.026,90845,91124,91687.524,91566,91805,44,500
1e+05,0.375,365,0.0370097668163324,0.036280222991665,0.0376505328675853,0.000166899016277563,0.0456593217843647,3770.348,17,4652,101105.354,100924,101251,101874.092,101746,102000,23,500
150000,0.375,365,0.0376593807540081,0.0373059216429269,0.0379741953448685,0.00157635854634887,0.0440692385720363,5754.784,241,6734,151659.75,151473,151818,152811.802,152655,152968,4,500
2e+05,0.375,365,0.03861727577073,0.0384478040852076,0.0387911613690837,0.0313677394034537,0.0439007631714559,7868.224,6394,8945,202212.044,201988,202416,203749.18,203571,203931,0,500
250000,0.375,365,0.0384192213048064,0.0382718904561316,0.0385737933361793,0.033289491764983,0.0444948957347275,9784.85,8479,11328,252764.396,252521,252997,254686.438,254490,254888,0,500
3e+05,0.375,365,0.0389658849839522,0.0388238252746442,0.0391130324384486,0.0342666287198511,0.0451821915342703,11908.91,10475,13807,303317.692,303043,303571,305624.03,305397,305848,0,500
350000,0.375,365,0.0388256497053597,0.038682908629711,0.0389688910162996,0.0341119752300448,0.0436142226510133,13843.72,12163,15551,353871.08,353574,354152,356561.494,356311,356792,0,500
4e+05,0.375,365,0.038925732461044,0.038797143809082,0.039058045035442,0.0340465517960494,0.0447151678168592,15862.204,13877,18220,404424.744,404118,404719,407499.056,407243,407760,0,500
450000,0.375,365,0.0391850304986571,0.039053593429753,0.0393080158068499,0.0347670563601466,0.0446191363221931,17963.83,15940,20456,454976.936,454662,455286,458436.098,458157,458703,0,500
5e+05,0.375,365,0.0391617204256715,0.0390415941202437,0.0392871671622386,0.0353484481671939,0.043902592289309,19947.94,18003,22357,505529.876,505176,505854,509373.72,509091,509650,0,500
550000,0.375,365,0.0392443234043993,0.0391262856970109,0.0393595336100814,0.0353632053503398,0.0435943807005736,21989.002,19818,24419,556082.676,555719,556412,560310.83,560005,560595,0,500
6e+05,0.375,365,0.0392638353465033,0.03914206016853,0.0393833599025855,0.0353738046350302,0.0441137012120102,23999.674,21621,26963,606628.936,606259,607060,611241.478,610890,611534,0,500
650000,0.375,365,0.0394314501482635,0.0393166129263999,0.0395491085378382,0.0359891155312068,0.0436887850142542,26110.598,23833,28918,657180.072,656721,657614,662177.112,661800,662486,0,500
7e+05,0.375,365,0.0394059796551889,0.0393021994757693,0.0395172425094753,0.0361698458915872,0.0431105564280906,28100.898,25801,30743,707731.04,707319,708150,713112.71,712723,713427,0,500
750000,0.375,365,0.0393538168355798,0.039233405770278,0.0394576352029413,0.0339758424260194,0.043124920649256,30068.2,25957,32948,758280.942,757791,758751,764047.922,763632,764417,0,500
8e+05,0.375,365,0.0394936565204634,0.039387397325169,0.0396022095154028,0.0364762078878818,0.0443407191574441,32186.912,29728,36127,808837.962,808431,809269,814989.29,814635,815358,0,500
850000,0.375,365,0.0394616858891613,0.0393608314969617,0.0395768151822856,0.0355681373245415,0.0438379322130973,34171.064,30795,37964,859394.21,858900,859842,865930.096,865557,866310,0,500
9e+05,0.375,365,0.0394594024747246,0.0393661341818352,0.0395549435595311,0.0363241896567522,0.0428926086795276,36179.136,33301,39323,909949.122,909518,910422,916869.662,916476,917231,0,500
950000,0.375,365,0.0394657139193875,0.0393714916418157,0.0395610873642253,0.0365810559731491,0.0429205218007769,38194.894,35400,41532,960494.562,960005,961120,967799.564,967347,968241,0,500
1e+06,0.375,365,0.0395977850039692,0.0394914679738594,0.0397072548629772,0.0363268731504066,0.0428897738505287,40340.028,37010,43694,1011055.038,1010510,1011461,1018744.502,1018206,1019102,0,500
1100000,0.375,365,0.0395607273062175,0.0394524808633355,0.0396677255120657,0.0362822556034044,0.0426631591440241,44332.432,40660,47810,1112158.534,1111633,1112684,1120617.072,1120231,1121114,0,500
1200000,0.375,365,0.0395154720913053,0.0394199308432814,0.0396156468396632,0.0362054526540306,0.0426084580419466,48307.476,44270,52081,1213267.48,1212776,1213852,1222495.458,1222089,1222979,0,500
1300000,0.375,365,0.0396715934842855,0.0395760409763594,0.0397660413579846,0.0365477427304686,0.0431804674857068,52539.676,48405,57181,1314369.098,1313742,1314893,1324365.24,1323924,1324810,0,500
1400000,0.375,365,0.0396393472907866,0.0395504855141489,0.0397349115823683,0.0369992230471697,0.0427619908994664,56535.354,52764,60991,1415477.63,1414980,1416115,1426243.472,1425773,1426694,0,500
1500000,0.375,365,0.0396498413225777,0.0395673551383103,0.0397374197061038,0.037144760765331,0.0425023784005894,60589.572,56754,64958,1516581.44,1515982,1517158,1528116.422,1527627,1528586,0,500
1600000,0.375,365,0.0396251747136608,0.0395466819400261,0.0397042241898126,0.0369880907023301,0.0422040592955069,64588.93,60287,68790,1617696.314,1616919,1618439,1629997.392,1629420,1630608,0,500
1700000,0.375,365,0.0396330328402682,0.0395529986854065,0.0397219874487675,0.0368853026894956,0.0424247043342751,68639.124,63888,73477,1718790.434,1718107,1719507,1731866.862,1731377,1732384,0,500
1800000,0.375,365,0.0396479208547639,0.0395653746561783,0.0397329557181794,0.037244683148597,0.0424478808780575,72704.092,68292,77836,1819895.564,1819230,1820601,1833742.942,1833243,1834288,0,500
1900000,0.375,365,0.0396701456492823,0.0396017333409335,0.0397495188440351,0.0370287898944758,0.0428343201409474,76785.974,71672,82929,1920997.406,1920316,1921722,1935611.036,1935111,1936253,0,500
2e+06,0.375,365,0.0397652902522391,0.0396888860774773,0.0398457744372237,0.0370236059347298,0.0420035346909648,81021.312,75448,85583,2022111.25,2021418,2022971,2037487.984,2036885,2038260,0,500
2100000,0.375,365,0.0397441310516629,0.0396667410659575,0.0398213238076599,0.0368441645681398,0.0423916387462608,85027.172,78817,90668,2123213.96,2122538,2123999,2139364.322,2138818,2139887,0,500
2200000,0.375,365,0.0397775246211852,0.039694084959896,0.0398596539315264,0.0375388696301004,0.0426345709566907,89150.744,84118,95539,2224314.704,2223690,2225128,2241234.15,2240666,2241792,0,500
2300000,0.375,365,0.0397279841113174,0.0396494968650051,0.0398158782756148,0.0373879987864891,0.0424547088727878,93087.146,87623,99453,2325424.442,2324669,2326114,2343112.694,2342533,2343638,0,500
2400000,0.375,365,0.0397929038948639,0.0397221686642135,0.0398640342525849,0.0374211513558572,0.0426457422761491,97292.788,91490,104274,2426523.396,2425733,2427329,2444978.14,2444309,2445591,0,500
2500000,0.375,365,0.0398499237823245,0.0397726303001407,0.0399249582910738,0.0375032834072206,0.0430247605765637,101491.954,95517,109582,2527629.426,2526718,2528446,2546854.716,2546193,2547409,0,500
10000,0.425,365,0.0275280125851732,0.0246177750145094,0.0305425672252613,9.7904836498923e-05,0.102879040974747,280.424528301887,1,1047,10110.6100628931,10065,10154,10187.8081761006,10147,10228,274,318
20000,0.425,365,0.0283414070676939,0.0262093288034661,0.0304615805969526,4.89931899465974e-05,0.0739594083247334,577.446469248292,1,1505,20221.2551252847,20154,20290,20374.8154897494,20315,20436,298,439
30000,0.425,365,0.0329360521024029,0.0310542443650846,0.0346568412259671,3.26914904050476e-05,0.0643421998562185,1006.60655737705,1,1969,30331.7172131148,30262,30409,30562.2028688525,30487,30639,220,488
40000,0.425,365,0.0389834258797479,0.0372808065250483,0.0404872394569626,2.45314493180257e-05,0.0612950699043414,1588.55757575758,1,2499,40442.1636363636,40350,40545,40749.5333333333,40672,40843,128,495
50000,0.425,365,0.041371795518745,0.0403071868822832,0.0424809342657969,1.96278558530266e-05,0.0559789440603394,2107.36746987952,1,2850,50552.3835341365,50448,50663,50937.2248995984,50835,51032,61,498
60000,0.425,365,0.0434829601876795,0.0424813226560692,0.0444278097402151,3.27171601504989e-05,0.0561031827767152,2657.9156626506,2,3432,60662.656626506,60550,60769,61124.8152610442,61017,61224,42,498
70000,0.425,365,0.0430068877107484,0.0422252624442279,0.0436613149079441,5.60129950148434e-05,0.0548832643903807,3066.902,4,3914,70773.042,70649,70903,71312.048,71196,71429,23,500
80000,0.425,365,0.0448759353185937,0.0442461502966819,0.0454829224313501,4.91207387759112e-05,0.0589310467498375,3657.384,4,4804,80882.948,80758,81001,81499.468,81381,81622,15,500
90000,0.425,365,0.044274987164555,0.0438229643614936,0.0446631750390059,0.00239740208791927,0.0540219358496326,4059.464,220,4955,90994.456,90845,91121,91687.522,91566,91805,6,500
1e+05,0.425,365,0.0453009953943885,0.0448377649232905,0.0457295122197078,0.00242511119183906,0.0537348570307519,4615.004,247,5478,101103.966,100929,101244,101874.07,101746,102000,6,500
150000,0.425,365,0.0450085269354835,0.0448019928774627,0.0452157132668634,0.0384580160661486,0.0516534608080676,6877.832,5879,7888,151656.936,151465,151821,152811.784,152655,152968,0,500
2e+05,0.425,365,0.0460639742367108,0.0458478670064054,0.0462696781923748,0.0382818557449774,0.0525478879253228,9385.5,7801,10707,202208.286,201979,202409,203749.134,203571,203931,0,500
250000,0.425,365,0.0456808062973066,0.0454979559917301,0.0458677417165005,0.0399685935813132,0.0524900167663354,11634.282,10181,13368,252760.928,252511,252989,254686.422,254490,254888,0,500
3e+05,0.425,365,0.0462420087800928,0.0460828773449796,0.0464064440958117,0.0395387743209133,0.052575781372703,14132.66,12077,16068,303313.552,303034,303577,305623.998,305397,305848,0,500
350000,0.425,365,0.0462186441248767,0.0460638425022209,0.0463902294895934,0.0410302586586553,0.0514551484585042,16479.788,14627,18354,353865.85,353570,354132,356561.444,356311,356792,0,500
4e+05,0.425,365,0.0463582050083388,0.0461999146202904,0.0465241429494229,0.0405582431384863,0.0517709232943393,18890.912,16533,21101,404418.196,404104,404710,407499.026,407243,407760,0,500
450000,0.425,365,0.0464052159519398,0.0462683965523332,0.0465636540645377,0.040789301452943,0.0519398648442306,21273.814,18697,23811,454970.61,454640,455282,458436.062,458157,458703,0,500
5e+05,0.425,365,0.0465011388571564,0.0463512311402334,0.0466700016695292,0.0411228896741264,0.0514066586555453,23686.458,20948,26181,505522.54,505174,505864,509373.65,509091,509650,0,500
550000,0.425,365,0.0465060407822939,0.0463661203305207,0.0466460486463086,0.0424977868524759,0.0514317233697311,26057.838,23811,28812,556074.036,555716,556406,560310.74,560005,560595,0,500
6e+05,0.425,365,0.0466117045463234,0.0464536571765548,0.0467508504112755,0.0409041452260772,0.0509103941713826,28491.002,25000,31109,606619.512,606251,607052,611241.398,610890,611530,0,500
650000,0.425,365,0.046667861478737,0.0465313249732547,0.0468000860575543,0.0419428982189294,0.0506166014114462,30902.38,27774,33509,657169.634,656745,657604,662176.844,661836,662533,0,500
7e+05,0.425,365,0.0466738189379239,0.0465408558874981,0.0467959600292962,0.0421283481548165,0.0507418193749395,33283.694,30044,36188,707719.984,707330,708154,713112.474,712740,713456,0,500
750000,0.425,365,0.0468487442228931,0.0467266587788351,0.0469787356522019,0.0420275532576328,0.052565042139978,35794.676,32108,40166,758269.382,757778,758699,764047.784,763634,764414,0,500
8e+05,0.425,365,0.0466432892287222,0.0465220820504531,0.0467790299994412,0.0423603185706046,0.0505420345159727,38013.758,34519,41191,808825.69,808422,809257,814989.07,814636,815349,0,500
850000,0.425,365,0.046776706047122,0.046649018510706,0.0469033304343412,0.0425291630196052,0.0500205030465795,40505.348,36830,43304,859381.434,858894,859832,865930.024,865565,866317,0,500
9e+05,0.425,365,0.0467657832461615,0.0466458445025015,0.0468894606502915,0.0423711807918477,0.0507085209033028,42878.108,38852,46488,909936.058,909513,910417,916869.624,916476,917240,0,500
950000,0.425,365,0.0468034428112657,0.0466898306099818,0.0469226455047995,0.0432938760245711,0.0508947575062509,45296.346,41907,49259,960480.664,960013,961028,967799.294,967361,968194,0,500
1e+06,0.425,365,0.0469049645208936,0.0467920118063593,0.0470107073157444,0.0423464569093654,0.0507102078951682,47784.152,43133,51670,1011040.188,1010507,1011456,1018744.442,1018176,1019102,0,500
1100000,0.425,365,0.0468162697848008,0.0467105362841491,0.0469243970512444,0.0425396706393089,0.0512027926849074,52463.102,47662,57380,1112142.524,1111638,1112667,1120617.002,1120230,1121096,0,500
1200000,0.425,365,0.0468231033688902,0.0467138863976644,0.0469280898994614,0.0436062446105791,0.0508545697704379,57241.028,53300,62172,1213250.792,1212780,1213809,1222495.502,1222089,1222951,0,500
1300000,0.425,365,0.0467204883199654,0.0466266528700896,0.0468215495428461,0.0433204464110425,0.0503697963986294,61874.976,57371,66695,1314350.262,1313726,1314935,1324364.902,1323912,1324800,0,500
1400000,0.425,365,0.0468061584702207,0.0466964526039923,0.0469150067070111,0.0430411642918891,0.04992688121387,66756.988,61390,71218,1415458.858,1414978,1416017,1426243.716,1425734,1426676,0,500
1500000,0.425,365,0.046872141441054,0.0467677864420919,0.0469679857458038,0.0431752404895314,0.0505091820300398,71626.086,65982,77180,1516558.224,1515881,1517095,1528116.254,1527519,1528571,0,500
1600000,0.425,365,0.0468719076443359,0.046777579472907,0.0469710866386719,0.0435116335146829,0.050223138964591,76401.046,70916,81860,1617673.836,1617054,1618381,1629996.606,1629442,1630584,0,500
1700000,0.425,365,0.0468395626374299,0.0467464548399074,0.0469403881790972,0.0437003880334883,0.0500580357916255,81119.856,75692,86685,1718767.226,1718213,1719471,1731866.348,1731385,1732443,0,500
1800000,0.425,365,0.0468708682122034,0.046770669546071,0.0469688064049617,0.0440494202631369,0.0501497577480274,85949.112,80761,91956,1819870.362,1819200,1820578,1833742.514,1833243,1834243,0,500
1900000,0.425,365,0.0468832337198634,0.0467916771050982,0.0469807400186592,0.04381895541346,0.0499042310400969,90747.662,84831,96584,1920975.584,1920092,1921900,1935610.56,1935020,1936352,0,500
2e+06,0.425,365,0.0468653637253655,0.0467756027167922,0.0469429312760744,0.0443228932244412,0.0493994879046052,95487.6,90302,100652,2022083.086,2021398,2022813,2037487.664,2036787,2038208,0,500
2100000,0.425,365,0.0469514927590915,0.0468566863531764,0.047040133964918,0.0437402227861023,0.0499653875079987,100446.37,93584,106896,2123189.77,2122556,2123881,2139364.73,2138786,2139912,0,500
2200000,0.425,365,0.0470295406050687,0.0469450556159696,0.0471158002543983,0.0444805412135357,0.0500224908430139,105404.248,99676,112096,2224288.754,2223477,2225008,2241234.752,2240668,2241885,0,500
